"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"4618","210719_c08",15216048,646.096392185971,302.755122344681,0,"discard_pots","28L","cops","aM","vM","L","c","aMvM",3.02842376540721,2.38232737322124,2.72566864306253,2,"15216048_28LaMvM","28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=28LaMvMmp4-87-2.weba","Block1",4,74,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","","210719_c08","28L",302.755122344681,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",74,3,10.4166666666667,"Female"
"4622","210719_c08",15216048,420.167976414502,265.207631586932,0,"discard_ssss","31H","crib","aM","vNM","H","c","aMvNM",2.33005896665186,1.90989099023736,2.06485133506493,2,"15216048_31HaMvNM","31H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=31HaMvNMmp4-93-2.weba","Block1",4,80,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","","210719_c08","31H",265.207631586932,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",80,3,10.4166666666667,"Female"
"4623","210719_c08",15216048,627.366560640273,457.337005217593,0,"unsure_croc","32L","crop","aM","vM","L","c","aMvM",2.94515210081843,2.31778554017816,2.48781509560084,2,"15216048_32LaMvM","32L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=32LaMvMmp4-117-2.weba","Block1",1,102,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","","210719_c08","32L",457.337005217593,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",102,4,10.4166666666667,"Female"
"4628","210719_c08",15216048,454.952912292741,327.692811282632,0,"discard_gun","38H","den","aM","vM","H","c","aMvM",2.89804394418489,2.44309103189215,2.57035113290226,2,"15216048_38HaMvM","38H_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=38HaMvMmp4-35-2.weba","Block1",3,26,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","","210719_c08","38H",327.692811282632,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",26,1,10.4166666666667,"Female"
"4639","210719_c08",15216048,390.842512314378,139.343201272738,0,"unsure_flop?","51L","flock","aM","vNM","L","c","aMvNM",2.61582090517223,2.22497839285785,2.47647770389949,2,"15216048_51LaMvNM","51L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15216048?filename=51LaMvNMmp4-15-2.weba","Block1",3,6,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version3",10,5,"Female","English","Born and raised in the UK","","No",3,3,"",2,1,"","","","There were issues with the voice recordings","","","","210719_c08","51L",139.343201272738,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",6,1,10.4166666666667,"Female"
"4727","210719_c27",15318438,231.453582595191,-32.8977735368889,0,"car?","17L","calf","aNM","vNM","L","c","aNMvNM",2.92500629630507,2.69355271370988,2.95790406984196,2,"15318438_17LaNMvNM","17L_aNM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15318438?filename=17LaNMvNMmp4-17-2.weba","Block1",4,8,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-f475.csv",16,1,9,"Windows 10","Chrome 92.0.4515.131","Version3",10,0,"Female","English","Born and raised in the UK","","I don't know",4,1,"",1,1,"Everything worked well","","","","","twice the video paused itself","no","210719_c27","17L",-32.8977735368889,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",8,1,10,"Female"
"4814","210719_c43",14729926,929.697001693882,725.427494118122,0,"pool","121H","spool","aM","vNM","H","c","aMvNM",2.80861129071596,1.87891428902208,2.08318379659784,2,"14729926_121HaMvNM","121H_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-70-2.weba","Block1",3,59,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",46,2,9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","","210719_c43","121H",725.427494118122,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",59,2,11.8333333333333,"Male"
"4820","210719_c43",14729926,676.381510572399,451.306117546479,0,"throats_also th too weak","133H","throat","aM","vM","H","c","aMvM",2.79315549544235,2.11677398486995,2.34184937789587,2,"14729926_133HaMvM","133H_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-74-2.weba","Block1",1,61,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",76,3,9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","","210719_c43","133H",451.306117546479,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",61,3,11.8333333333333,"Male"
"4836","210719_c43",14729926,977.958522999633,807.928967576953,0,"crap","32L","crop","aM","vNM","L","c","aMvNM",3.29574406317779,2.31778554017816,2.48781509560084,2,"14729926_32LaMvNM","32L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-91-2.weba","Block1",1,78,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",76,3,9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","","210719_c43","32L",807.928967576953,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",78,3,11.8333333333333,"Male"
"4840","210719_c43",14729926,799.950805934453,707.646963943093,0,"dent","38L","den","aM","vM","L","c","aMvM",2.86926676734711,2.06931596141266,2.16161980340402,2,"14729926_38LaMvM","38L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/14729926?filename=audioFile-59-2.weba","Block1",3,48,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",46,2,9,"Mac OS 10.15.6","Safari 14.1.1","Version6",11,10,"Male","English","Born and raised in the UK","","No",1,1,"",2,2,"","","","","wifi cut out part way through so missed a couple video or two","when the wifi cut out it carried on going through and didnt registersome of my son's answers","","210719_c43","38L",707.646963943093,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",48,2,11.8333333333333,"Male"
"4918","210719_c45",15153565,1079.48920686659,866.978653138534,0,"jug?","46L","drug","aM","vM","L","c","aMvM",2.91261449525366,1.83312528838707,2.04563584211513,2,"15153565_46LaMvM","46L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15153565?filename=46LaMvMmp4-35-2.weba","Block1",3,26,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",16,1,9,"Windows 7","Chrome 89.0.4389.90","Version2",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"Noticed my daughter has to concentrate on listening more then usual",1,1,"Everything worked well","","","","","","","210719_c45","46L",866.978653138534,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",26,1,10.75,"Female"
"4939","210719_c45",15153565,790.217861159392,465.585569492792,0,"not?","91H","notch","aM","vNM","H","c","aMvNM",2.50823738513125,1.71801952397186,2.04265181563846,2,"15153565_91HaMvNM","91H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/15153565?filename=91HaMvNMmp4-82-2.weba","Block1",1,69,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Windows 7","Chrome 89.0.4389.90","Version2",10,9,"Female","English","Born and raised in the UK","","Yes sometimes",2,1,"Noticed my daughter has to concentrate on listening more then usual",1,1,"Everything worked well","","","","","","","210719_c45","91H",465.585569492792,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",69,3,10.75,"Female"
"4959","210719_c51",15126922,3256.02269067494,2953.65650477739,0,"sail? or unreleased k?","114L","silk","aNM","vM","L","c","aNMvM",5.10431323187387,1.84829054119893,2.15065672709648,2,"15126922_114LaNMvM","114L_aNM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=114LaNMvMmp4-36-2.weba","Block1",2,27,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",16,1,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","114L",2953.65650477739,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",27,1,10.5,"Female"
"4997","210719_c51",15126922,953.35955572519,610.0182858839,0,"pops","28L","cops","aM","vNM","L","c","aMvNM",3.33568692894643,2.38232737322124,2.72566864306253,2,"15126922_28LaMvNM","28L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=28LaMvNMmp4-131-2.weba","Block1",4,116,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",106,4,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","28L",610.0182858839,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",116,4,10.5,"Female"
"5007","210719_c51",15126922,820.622473400088,728.318631408728,0,"death?","38L","den","aM","vM","L","c","aMvM",2.88993843481275,2.06931596141266,2.16161980340402,2,"15126922_38LaMvM","38L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=38LaMvMmp4-45-2.weba","Block1",3,34,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","38L",728.318631408728,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",34,2,10.5,"Female"
"5017","210719_c51",15126922,1969.34064249681,1861.23666661158,0,"unsure_there is a hesitation, and I am not sure what this child is saying","50L","flame","aM","vM","L","c","aMvM",4.31999620368109,2.35065556118428,2.45875953706951,2,"15126922_50LaMvM","50L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=50LaMvMmp4-84-2.weba","Block1",1,71,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","50L",1861.23666661158,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",71,3,10.5,"Female"
"5024","210719_c51",15126922,1865.59093282024,1727.82565504246,0,"tim","5L","beam","aM","vM","L","c","aMvM",4.00794526728436,2.14235433446412,2.2801196122419,2,"15126922_5LaMvM","5L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=5LaMvMmp4-114-2.weba","Block1",4,99,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",106,4,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","5L",1727.82565504246,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",99,4,10.5,"Female"
"5037","210719_c51",15126922,2251.94555505749,2025.06777325698,0,"unsure_cannot figure out what it is","73L","junk","aM","vNM","L","c","aMvNM",4.39078105474607,2.13883549968858,2.36571328148909,2,"15126922_73LaMvNM","73L_aM_vNM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=73LaMvNMmp4-101-2.weba","Block1",1,88,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","73L",2025.06777325698,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",88,3,10.5,"Female"
"5051","210719_c51",15126922,997.648025639816,765.342349311366,0,"unsure_ma or mou?","88L","mouse","aM","vM","L","c","aMvM",3.38389760896553,2.38624958332571,2.61855525965416,2,"15126922_88LaMvM","88L_aM_vM.mp4",7,"Version6","https://gorilla.sc/uploads/schedule/15126922?filename=88LaMvMmp4-98-2.weba","Block1",1,85,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-9d5m.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version6",10,6,"Female","English","Born and raised in the UK","","No",1,1,"Alveena hasnt really spoken to anyone whilst they are wearing a mask. People usually pull the mask down to their chin and take a step back and then converse.",2,1,"Everything worked well","","","","","","Alveena enjoyed the experiment.","210719_c51","88L",765.342349311366,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",85,3,10.5,"Female"
"5267","210725_a130",14796603,953.434862984292,786.293189800462,0,"'hands'?","64L","hen","aM","vM","L","a","aMvM",3.08027896127072,2.12684409828643,2.29398577147026,2,"14796603_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14796603?filename=audioFile-82-2.weba","Block1",2,69,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",76,3,9,"Windows 10","Chrome 92.0.4515.107","Version8",45,10,"Female","English","Born and raised in the UK","","Yes frequently",3,3,"Muffled speech",2,1,"Everything worked well","","","","","None","No","210725_a130","64L",786.293189800462,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",69,3,45.8333333333333,"Female"
"5352","210725_a132",14693662,699.181562336134,393.118764717074,0,"coat","25L","coach","aNM","vNM","L","a","aNMvNM",3.13407938545431,2.43489782311818,2.74096062073724,2,"14693662_25LaNMvNM","25L_aNM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14693662?filename=audioFile-98-2.weba","Block1",4,85,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-b6hw.csv",76,3,9,"Windows 10","Chrome 91.0.4472.124","Version1",23,1,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",1,1,"Everything worked well","","","","","","","210725_a132","25L",393.118764717074,"Adults","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",85,3,23.0833333333333,"Female"
"5379","210725_a132",14693662,567.465377572999,542.78323471584,0,"flu?","57L","glue","aM","vNM","L","a","aMvNM",2.72773040008309,2.16026502251009,2.18494716536725,2,"14693662_57LaMvNM","57L_aM_vNM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14693662?filename=audioFile-66-2.weba","Block1",1,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-b6hw.csv",46,2,9,"Windows 10","Chrome 91.0.4472.124","Version1",23,1,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",1,1,"Everything worked well","","","","","","","210725_a132","57L",542.78323471584,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",55,2,23.0833333333333,"Female"
"5403","210725_a132",14693662,465.730920170043,214.453777312912,0,"knock","80H","lock","aM","vM","H","a","aMvM",2.58249061603257,2.11675969586253,2.36803683871966,2,"14693662_80HaMvM","80H_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14693662?filename=audioFile-47-2.weba","Block1",1,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-b6hw.csv",46,2,9,"Windows 10","Chrome 91.0.4472.124","Version1",23,1,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",1,1,"Everything worked well","","","","","","","210725_a132","80H",214.453777312912,"Adults","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",36,2,23.0833333333333,"Female"
"5420","210725_a132",14693662,682.29066606585,541.128539997489,0,"time?","98L","pine","aM","vM","L","a","aMvM",2.59906390386783,1.91677323780198,2.05793536387034,2,"14693662_98LaMvM","98L_aM_vM.mp4",7,"Version1","https://gorilla.sc/uploads/schedule/14693662?filename=audioFile-45-2.weba","Block1",1,34,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-b6hw.csv",46,2,9,"Windows 10","Chrome 91.0.4472.124","Version1",23,1,"Female","English","Born and raised in the UK","","Yes sometimes",3,2,"",1,1,"Everything worked well","","","","","","","210725_a132","98L",541.128539997489,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",34,2,23.0833333333333,"Female"
"5547","210725_a136",14837862,1299.33721730329,1224.25346730331,0,"unsure_grow?","108H","row","aM","vNM","H","a","aMvNM",3.78723772966346,2.48790051236017,2.56298426236015,2,"14837862_108HaMvNM","108H_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14837862?filename=audioFile-120-2.weba","Block1",3,105,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Windows 10","Chrome 92.0.4515.107","Version4",21,11,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"Greater dissociation/ have to concentrate more on the speech rather than other communication methods (like facial expression)",3,2,"","There were issues with the videos","There were issues with the sound","","","Video and sound froze (most of the time ~0.1s before ending) (this did not happen in the practice and wasn't sure if it was a part of the game (so sometimes repeated word twice in case the voice recording cut out as well)","","210725_a136","108H",1224.25346730331,"Adults","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",105,4,21.9166666666667,"Female"
"5612","210725_a136",14837862,1198.20830496037,983.749882595694,0,"unsure_beaHk?","4H","beak","aM","vM","H","a","aMvM",3.61720246403993,2.41899415907956,2.63345258144424,2,"14837862_4HaMvM","4H_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14837862?filename=audioFile-131-2.weba","Block1",3,116,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Windows 10","Chrome 92.0.4515.107","Version4",21,11,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"Greater dissociation/ have to concentrate more on the speech rather than other communication methods (like facial expression)",3,2,"","There were issues with the videos","There were issues with the sound","","","Video and sound froze (most of the time ~0.1s before ending) (this did not happen in the practice and wasn't sure if it was a part of the game (so sometimes repeated word twice in case the voice recording cut out as well)","","210725_a136","4H",983.749882595694,"Adults","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",116,4,21.9166666666667,"Female"
"5618","210725_a136",14837862,1549.3914465591,1432.27010646902,0,"discard_bowl","58L","goal","aM","vNM","L","a","aMvNM",3.50326213871509,1.95387069215599,2.07099203224607,2,"14837862_58LaMvNM","58L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/14837862?filename=audioFile-54-2.weba","Block1",2,43,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",46,2,9,"Windows 10","Chrome 92.0.4515.107","Version4",21,11,"Female","English","Born and raised in the UK","","Yes sometimes",3,4,"Greater dissociation/ have to concentrate more on the speech rather than other communication methods (like facial expression)",3,2,"","There were issues with the videos","There were issues with the sound","","","Video and sound froze (most of the time ~0.1s before ending) (this did not happen in the practice and wasn't sure if it was a part of the game (so sometimes repeated word twice in case the voice recording cut out as well)","","210725_a136","58L",1432.27010646902,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",43,2,21.9166666666667,"Female"
"5673","210725_a138",14861730,434.846696305388,130.870505829088,0,"unsure_sides?","117L","slice","aM","vM","L","a","aMvM",2.67919836523698,2.24435166893159,2.54832785940789,2,"14861730_117LaMvM","117L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14861730?filename=audioFile-21-2.weba","Block1",2,12,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",16,1,9,"Windows 10","Edge 92.0.902.62","Version2",30,2,"Female","English","Born and raised in the UK","","Yes sometimes",3,3,"",2,2,"Everything worked well","","","","","","Thanks for letting me take part!","210725_a138","117L",130.870505829088,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",12,1,30.1666666666667,"Female"
"5696","210725_a138",14861730,404.631903042085,324.386863359545,0,"unsure_brew?","14L","broom","aM","vM","L","a","aMvM",2.95130556832954,2.54667366528746,2.62691870497,2,"14861730_14LaMvM","14L_aM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14861730?filename=audioFile-46-2.weba","Block1",4,35,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",46,2,9,"Windows 10","Edge 92.0.902.62","Version2",30,2,"Female","English","Born and raised in the UK","","Yes sometimes",3,3,"",2,2,"Everything worked well","","","","","","Thanks for letting me take part!","210725_a138","14L",324.386863359545,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",35,2,30.1666666666667,"Female"
"5735","210725_a138",14861730,454.618718081886,371.804333161295,0,"discard_gang","59L","gown","aNM","vM","L","a","aNMvM",2.76016326869095,2.30554455060906,2.38835893552965,2,"14861730_59LaNMvM","59L_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14861730?filename=audioFile-66-2.weba","Block1",4,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-8anv.csv",46,2,9,"Windows 10","Edge 92.0.902.62","Version2",30,2,"Female","English","Born and raised in the UK","","Yes sometimes",3,3,"",2,2,"Everything worked well","","","","","","Thanks for letting me take part!","210725_a138","59L",371.804333161295,"Adults","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",55,2,30.1666666666667,"Female"
"5838","210725_a152",15094721,1012.92812263037,920.624280639006,0,"debt?","38L","den","aM","vNM","L","a","aMvNM",3.08224408404303,2.06931596141266,2.16161980340402,2,"15094721_38LaMvNM","38L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15094721?filename=38LaMvNMmp4-134-2.weba","Block1",3,119,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Mac OS 10.13.6","Chrome 92.0.4515.107","Version4",29,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"Everything worked well","","","","","one word confirmation did not load","none","210725_a152","38L",920.624280639006,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",119,4,29.75,"Male"
"5858","210725_a152",15094721,719.025398356447,645.151630240487,0,"unsure_'hen'?","62L","hay","aM","vM","L","a","aMvM",2.37779770497082,1.65877230661437,1.73264607473033,2,"15094721_62LaMvM","62L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15094721?filename=62LaMvMmp4-128-2.weba","Block1",3,113,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-7xnq.csv",106,4,9,"Mac OS 10.13.6","Chrome 92.0.4515.107","Version4",29,9,"Male","English","Born and raised in the UK","","Yes sometimes",2,1,"",1,1,"Everything worked well","","","","","one word confirmation did not load","none","210725_a152","62L",645.151630240487,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",113,4,29.75,"Male"
